transaction_id,customer_id,date,time,description,payee,amount,channel
T_C004_0078,C004,2026-07-28,10:48:00,Payment to Payee_C_C004,Payee_C_C004,61.88,Web
T_C004_0080,C004,2026-07-28,12:28:00,Payment to Payee_A_C004,Payee_A_C004,44.71,Web
T_C005_0075,C005,2026-07-28,16:26:00,Payment to Payee_C_C005,Payee_C_C005,11.66,Web
T_C002_0079,C002,2026-07-28,18:13:00,Payment to Payee_A_C002,Payee_A_C002,47.05,Web
T_C005_0074,C005,2026-07-28,18:31:00,Payment to Payee_C_C005,Payee_C_C005,12.2,Web
T_C005_0076,C005,2026-07-28,19:17:00,Payment to Payee_B_C005,Payee_B_C005,85.0,Web
T_C007_0085,C007,2026-07-29,09:48:00,Payment to Payee_A_C007,Payee_A_C007,72.87,Web
T_C002_0080,C002,2026-07-29,11:11:00,Payment to Payee_A_C002,Payee_A_C002,87.28,Web
T_C003_0074,C003,2026-07-29,14:07:00,Payment to Payee_C_C003,Payee_C_C003,49.65,Web
T_C003_0075,C003,2026-07-29,17:31:00,Payment to Payee_B_C003,Payee_B_C003,83.77,Web
T_C006_0076,C006,2026-07-29,20:07:00,Payment to Payee_B_C006,Payee_B_C006,92.54,Web
T_C004_0082,C004,2026-07-30,10:52:00,Payment to Payee_C_C004,Payee_C_C004,55.84,Web
T_C006_0078,C006,2026-07-30,12:41:00,Payment to Payee_C_C006,Payee_C_C006,21.79,Web
T_C006_0077,C006,2026-07-30,14:20:00,Payment to Payee_A_C006,Payee_A_C006,120.75,Web
T_C004_0081,C004,2026-07-30,14:55:00,Payment to Payee_A_C004,Payee_A_C004,96.15,Web
T_C005_0078,C005,2026-07-30,16:09:00,Payment to Payee_C_C005,Payee_C_C005,43.74,Web
T_C005_0079,C005,2026-07-30,16:16:00,Payment to Payee_B_C005,Payee_B_C005,124.13,Web
T_C007_0086,C007,2026-07-30,20:12:00,Payment to Payee_B_C007,Payee_B_C007,27.67,Web
T_C005_0077,C005,2026-07-30,20:58:00,Payment to Payee_A_C005,Payee_A_C005,35.1,Web
T_C002_0082,C002,2026-07-31,08:14:00,Payment to Payee_B_C002,Payee_B_C002,50.33,Web
T_C005_0080,C005,2026-07-31,09:23:00,Payment to Payee_B_C005,Payee_B_C005,144.3,Web
T_C004_0083,C004,2026-07-31,11:48:00,Payment to Payee_C_C004,Payee_C_C004,32.31,Web
T_C006_0080,C006,2026-07-31,12:13:00,Payment to Payee_C_C006,Payee_C_C006,82.48,Web
T_C005_0082,C005,2026-07-31,12:43:00,Payment to Payee_A_C005,Payee_A_C005,125.93,Web
T_C001_0066,C001,2026-07-31,14:07:00,Payment to Payee_C_C001,Payee_C_C001,141.82,Web
T_C003_0076,C003,2026-07-31,14:38:00,Payment to Payee_A_C003,Payee_A_C003,17.67,Web
T_C004_0084,C004,2026-07-31,15:31:00,Payment to Payee_B_C004,Payee_B_C004,133.07,Web
T_C002_0081,C002,2026-07-31,15:44:00,Payment to Payee_B_C002,Payee_B_C002,93.13,Web
T_C005_0081,C005,2026-07-31,17:15:00,Payment to Payee_A_C005,Payee_A_C005,148.63,Web
T_C002_0083,C002,2026-07-31,19:55:00,Payment to Payee_C_C002,Payee_C_C002,73.56,Web
T_C006_0079,C006,2026-07-31,20:44:00,Payment to Payee_C_C006,Payee_C_C006,13.76,Web
T_C007_0089,C007,2026-08-01,09:24:00,Payment to Payee_C_C007,Payee_C_C007,87.89,Web
T_C003_0077,C003,2026-08-01,11:49:00,Payment to Payee_B_C003,Payee_B_C003,29.21,Web
T_C007_0087,C007,2026-08-01,11:52:00,Payment to Payee_C_C007,Payee_C_C007,97.81,Web
T_C003_0078,C003,2026-08-01,12:20:00,Payment to Payee_B_C003,Payee_B_C003,26.8,Web
T_C007_0088,C007,2026-08-01,12:20:00,Payment to Payee_A_C007,Payee_A_C007,137.51,Web
T_C002_0084,C002,2026-08-01,12:50:00,Payment to Payee_C_C002,Payee_C_C002,120.77,Web
T_C001_0067,C001,2026-08-01,17:38:00,Payment to Payee_A_C001,Payee_A_C001,15.56,Web
T_C006_0081,C006,2026-08-01,19:25:00,Payment to Payee_A_C006,Payee_A_C006,51.38,Web
T_C003_0079,C003,2026-08-02,10:08:00,Payment to Payee_C_C003,Payee_C_C003,63.23,Web
T_C001_0070,C001,2026-08-02,11:16:00,Payment to Payee_C_C001,Payee_C_C001,65.41,Web
T_C003_0080,C003,2026-08-02,11:32:00,Payment to Payee_C_C003,Payee_C_C003,88.22,Web
T_C001_0069,C001,2026-08-02,12:13:00,Payment to Payee_B_C001,Payee_B_C001,103.76,Web
T_C007_0090,C007,2026-08-02,12:33:00,Payment to Payee_A_C007,Payee_A_C007,74.14,Web
T_C002_0085,C002,2026-08-02,14:07:00,Payment to Payee_C_C002,Payee_C_C002,86.24,Web
T_C006_0082,C006,2026-08-02,15:24:00,Payment to Payee_B_C006,Payee_B_C006,25.78,Web
T_C001_0068,C001,2026-08-02,18:37:00,Payment to Payee_B_C001,Payee_B_C001,89.13,Web
T_C003_0081,C003,2026-08-02,20:22:00,Payment to Payee_C_C003,Payee_C_C003,20.09,Web
T_C007_0091,C007,2026-08-02,20:44:00,Payment to Payee_C_C007,Payee_C_C007,97.23,Web
T_C001_0072,C001,2026-08-03,08:29:00,Payment to Payee_C_C001,Payee_C_C001,96.96,Web
T_C007_0092,C007,2026-08-03,09:26:00,Payment to Payee_C_C007,Payee_C_C007,30.95,Web
T_C007_0094,C007,2026-08-03,09:36:00,Payment to Payee_B_C007,Payee_B_C007,119.14,Web
T_C002_0086,C002,2026-08-03,12:52:00,Payment to Payee_A_C002,Payee_A_C002,29.91,Web
T_C005_0083,C005,2026-08-03,14:24:00,Payment to Payee_A_C005,Payee_A_C005,87.38,Web
T_C001_0071,C001,2026-08-03,15:20:00,Payment to Payee_A_C001,Payee_A_C001,140.06,Web
T_C004_0087,C004,2026-08-03,15:38:00,Payment to Payee_C_C004,Payee_C_C004,133.53,Web
T_C005_0085,C005,2026-08-03,15:54:00,Payment to Payee_B_C005,Payee_B_C005,70.75,Web
T_C004_0085,C004,2026-08-03,16:29:00,Payment to Payee_A_C004,Payee_A_C004,145.34,Web
T_C004_0086,C004,2026-08-03,17:22:00,Payment to Payee_B_C004,Payee_B_C004,16.81,Web
T_C007_0093,C007,2026-08-03,17:37:00,Payment to Payee_A_C007,Payee_A_C007,116.17,Web
T_C005_0084,C005,2026-08-03,18:00:00,Payment to Payee_A_C005,Payee_A_C005,108.4,Web
T_C003_0082,C003,2026-08-04,08:29:00,Payment to Payee_B_C003,Payee_B_C003,138.96,Web
T_C004_0088,C004,2026-08-04,12:34:00,Payment to Payee_A_C004,Payee_A_C004,11.14,Web
T_C004_0090,C004,2026-08-04,13:48:00,Payment to Payee_A_C004,Payee_A_C004,66.46,Web
T_C004_0089,C004,2026-08-04,14:08:00,Payment to Payee_C_C004,Payee_C_C004,133.54,Web
T_C007_0095,C007,2026-08-04,14:16:00,Payment to Payee_B_C007,Payee_B_C007,63.63,Web
T_C003_0083,C003,2026-08-04,17:27:00,Payment to Payee_C_C003,Payee_C_C003,90.28,Web
T_C007_0096,C007,2026-08-04,17:38:00,Payment to Payee_A_C007,Payee_A_C007,76.23,Web
T_C003_0084,C003,2026-08-04,18:26:00,Payment to Payee_B_C003,Payee_B_C003,50.53,Web
T_C002_0087,C002,2026-08-04,20:19:00,Payment to Payee_C_C002,Payee_C_C002,93.31,Web
T_C004_0091,C004,2026-08-05,08:36:00,Payment to Payee_B_C004,Payee_B_C004,88.65,Web
T_C006_0083,C006,2026-08-05,13:08:00,Payment to Payee_C_C006,Payee_C_C006,64.16,Web
T_C007_0097,C007,2026-08-05,14:09:00,Payment to Payee_C_C007,Payee_C_C007,96.55,Web
T_C006_0084,C006,2026-08-05,14:23:00,Payment to Payee_A_C006,Payee_A_C006,86.49,Web
T_C002_0088,C002,2026-08-05,15:07:00,Payment to Payee_B_C002,Payee_B_C002,75.62,Web
T_C004_0093,C004,2026-08-05,15:48:00,Payment to Payee_C_C004,Payee_C_C004,86.98,Web
T_C004_0092,C004,2026-08-05,16:18:00,Payment to Payee_C_C004,Payee_C_C004,20.29,Web
T_C002_0089,C002,2026-08-05,19:25:00,Payment to Payee_C_C002,Payee_C_C002,141.97,Web
T_C007_0098,C007,2026-08-05,19:25:00,Payment to Payee_B_C007,Payee_B_C007,15.43,Web
T_C006_0086,C006,2026-08-06,08:16:00,Payment to Payee_A_C006,Payee_A_C006,40.2,Web
T_C007_0099,C007,2026-08-06,08:47:00,Payment to Payee_B_C007,Payee_B_C007,76.53,Web
T_C002_0092,C002,2026-08-06,09:14:00,Payment to Payee_C_C002,Payee_C_C002,144.67,Web
T_C003_0085,C003,2026-08-06,10:51:00,Payment to Payee_B_C003,Payee_B_C003,142.67,Web
T_C005_0086,C005,2026-08-06,11:57:00,Payment to Payee_C_C005,Payee_C_C005,131.54,Web
T_C002_0090,C002,2026-08-06,15:05:00,Payment to Payee_B_C002,Payee_B_C002,93.73,Web
T_C001_0073,C001,2026-08-06,16:16:00,Payment to Payee_B_C001,Payee_B_C001,28.54,Web
T_C002_0091,C002,2026-08-06,19:20:00,Payment to Payee_A_C002,Payee_A_C002,94.52,Web
T_C003_0086,C003,2026-08-06,19:58:00,Payment to Payee_B_C003,Payee_B_C003,60.66,Web
T_C006_0085,C006,2026-08-06,20:04:00,Payment to Payee_A_C006,Payee_A_C006,12.34,Web
T_C006_0087,C006,2026-08-06,20:25:00,Payment to Payee_C_C006,Payee_C_C006,80.93,Web
T_C005_0089,C005,2026-08-07,08:11:00,Payment to Payee_B_C005,Payee_B_C005,140.03,Web
T_C007_0100,C007,2026-08-07,08:21:00,Payment to Payee_B_C007,Payee_B_C007,124.43,Web
T_C006_0090,C006,2026-08-07,09:19:00,Payment to Payee_A_C006,Payee_A_C006,21.06,Web
T_C004_0094,C004,2026-08-07,09:25:00,Payment to Payee_B_C004,Payee_B_C004,62.25,Web
T_C005_0087,C005,2026-08-07,12:02:00,Payment to Payee_C_C005,Payee_C_C005,139.38,Web
T_C007_0101,C007,2026-08-07,12:17:00,Payment to Payee_C_C007,Payee_C_C007,128.0,Web
T_C005_0088,C005,2026-08-07,12:57:00,Payment to Payee_C_C005,Payee_C_C005,86.02,Web
T_C006_0088,C006,2026-08-07,14:44:00,Payment to Payee_C_C006,Payee_C_C006,66.32,Web
T_C006_0089,C006,2026-08-07,16:34:00,Payment to Payee_B_C006,Payee_B_C006,96.25,Web
T_C001_0074,C001,2026-08-08,13:18:00,Payment to Payee_C_C001,Payee_C_C001,32.08,Web
T_C004_0096,C004,2026-08-08,14:32:00,Payment to Payee_A_C004,Payee_A_C004,15.64,Web
T_C003_0087,C003,2026-08-08,14:37:00,Payment to Payee_A_C003,Payee_A_C003,66.06,Web
T_C002_0094,C002,2026-08-08,15:33:00,Payment to Payee_B_C002,Payee_B_C002,101.21,Web
T_C006_0091,C006,2026-08-08,16:20:00,Payment to Payee_C_C006,Payee_C_C006,64.7,Web
T_C002_0093,C002,2026-08-08,17:02:00,Payment to Payee_A_C002,Payee_A_C002,116.84,Web
T_C004_0095,C004,2026-08-08,20:09:00,Payment to Payee_C_C004,Payee_C_C004,37.87,Web
T_C003_0090,C003,2026-08-09,09:33:00,Payment to Payee_B_C003,Payee_B_C003,81.39,Web
T_C007_0102,C007,2026-08-09,10:19:00,Payment to Payee_B_C007,Payee_B_C007,146.39,Web
T_C003_0088,C003,2026-08-09,12:47:00,Payment to Payee_B_C003,Payee_B_C003,57.53,Web
T_C005_0090,C005,2026-08-09,17:09:00,Payment to Payee_C_C005,Payee_C_C005,115.32,Web
T_C002_0095,C002,2026-08-09,17:27:00,Payment to Payee_B_C002,Payee_B_C002,98.87,Web
T_C001_0075,C001,2026-08-09,17:51:00,Payment to Payee_A_C001,Payee_A_C001,101.56,Web
T_C001_0076,C001,2026-08-09,18:52:00,Payment to Payee_C_C001,Payee_C_C001,87.64,Web
T_C004_0097,C004,2026-08-09,19:21:00,Payment to Payee_C_C004,Payee_C_C004,122.56,Web
T_C003_0089,C003,2026-08-09,20:10:00,Payment to Payee_C_C003,Payee_C_C003,20.69,Web
T_C006_0093,C006,2026-08-10,08:15:00,Payment to Payee_B_C006,Payee_B_C006,22.07,Web
T_C007_0104,C007,2026-08-10,09:12:00,Payment to Payee_B_C007,Payee_B_C007,71.84,Web
T_C005_0091,C005,2026-08-10,09:19:00,Payment to Payee_A_C005,Payee_A_C005,32.74,Web
T_C004_0098,C004,2026-08-10,10:38:00,Payment to Payee_A_C004,Payee_A_C004,135.04,Web
T_C003_0092,C003,2026-08-10,11:06:00,Payment to Payee_A_C003,Payee_A_C003,30.5,Web
T_C007_0103,C007,2026-08-10,12:46:00,Payment to Payee_C_C007,Payee_C_C007,68.35,Web
T_C004_0099,C004,2026-08-10,13:59:00,Payment to Payee_A_C004,Payee_A_C004,95.83,Web
T_C004_0100,C004,2026-08-10,14:39:00,Payment to Payee_B_C004,Payee_B_C004,113.5,Web
T_C005_0093,C005,2026-08-10,16:21:00,Payment to Payee_C_C005,Payee_C_C005,63.74,Web
T_C005_0092,C005,2026-08-10,17:53:00,Payment to Payee_C_C005,Payee_C_C005,128.92,Web
T_C006_0092,C006,2026-08-10,19:27:00,Payment to Payee_A_C006,Payee_A_C006,112.19,Web
T_C003_0091,C003,2026-08-10,19:52:00,Payment to Payee_A_C003,Payee_A_C003,100.36,Web
T_C002_0097,C002,2026-08-11,09:54:00,Payment to Payee_B_C002,Payee_B_C002,32.52,Web
T_C001_0077,C001,2026-08-11,12:07:00,Payment to Payee_C_C001,Payee_C_C001,134.56,Web
T_C002_0096,C002,2026-08-11,13:26:00,Payment to Payee_C_C002,Payee_C_C002,56.66,Web
T_C007_0106,C007,2026-08-11,16:50:00,Payment to Payee_B_C007,Payee_B_C007,32.26,Web
T_C004_0101,C004,2026-08-11,16:53:00,Payment to Payee_B_C004,Payee_B_C004,81.36,Web
T_C003_0093,C003,2026-08-11,17:09:00,Payment to Payee_C_C003,Payee_C_C003,116.43,Web
T_C002_0098,C002,2026-08-11,19:31:00,Payment to Payee_B_C002,Payee_B_C002,50.35,Web
T_C007_0107,C007,2026-08-11,19:32:00,Payment to Payee_C_C007,Payee_C_C007,66.47,Web
T_C004_0102,C004,2026-08-11,19:36:00,Payment to Payee_A_C004,Payee_A_C004,51.97,Web
T_C007_0105,C007,2026-08-11,20:33:00,Payment to Payee_A_C007,Payee_A_C007,131.41,Web
T_C005_0094,C005,2026-08-11,20:44:00,Payment to Payee_C_C005,Payee_C_C005,111.38,Web
T_C005_0095,C005,2026-08-12,08:06:00,Payment to Payee_A_C005,Payee_A_C005,71.19,Web
T_C006_0096,C006,2026-08-12,08:45:00,Payment to Payee_A_C006,Payee_A_C006,29.21,Web
T_C001_0078,C001,2026-08-12,12:18:00,Payment to Payee_C_C001,Payee_C_C001,94.68,Web
T_C005_0096,C005,2026-08-12,13:38:00,Payment to Payee_C_C005,Payee_C_C005,117.66,Web
T_C004_0103,C004,2026-08-12,13:43:00,Payment to Payee_B_C004,Payee_B_C004,25.34,Web
T_C004_0104,C004,2026-08-12,17:19:00,Payment to Payee_C_C004,Payee_C_C004,121.55,Web
T_C006_0094,C006,2026-08-12,17:38:00,Payment to Payee_C_C006,Payee_C_C006,17.7,Web
T_C006_0095,C006,2026-08-12,19:42:00,Payment to Payee_A_C006,Payee_A_C006,113.69,Web
T_C002_0099,C002,2026-08-13,09:20:00,Payment to Payee_A_C002,Payee_A_C002,45.34,Web
T_C001_0079,C001,2026-08-13,11:43:00,Payment to Payee_B_C001,Payee_B_C001,98.79,Web
T_C007_0108,C007,2026-08-13,11:56:00,Payment to Payee_A_C007,Payee_A_C007,126.61,Web
T_C006_0097,C006,2026-08-13,15:22:00,Payment to Payee_C_C006,Payee_C_C006,83.22,Web
T_C005_0099,C005,2026-08-13,16:24:00,Payment to Payee_C_C005,Payee_C_C005,70.46,Web
T_C001_0080,C001,2026-08-13,16:31:00,Payment to Payee_A_C001,Payee_A_C001,45.16,Web
T_C002_0101,C002,2026-08-13,18:55:00,Payment to Payee_B_C002,Payee_B_C002,85.96,Web
T_C005_0097,C005,2026-08-13,20:20:00,Payment to Payee_B_C005,Payee_B_C005,14.15,Web
T_C002_0100,C002,2026-08-13,20:25:00,Payment to Payee_A_C002,Payee_A_C002,131.09,Web
T_C005_0098,C005,2026-08-13,20:28:00,Payment to Payee_B_C005,Payee_B_C005,78.68,Web
T_C003_0094,C003,2026-08-13,20:40:00,Payment to Payee_C_C003,Payee_C_C003,79.18,Web
T_C007_0109,C007,2026-08-14,08:29:00,Payment to Payee_B_C007,Payee_B_C007,17.08,Web
T_C005_0100,C005,2026-08-14,09:49:00,Payment to Payee_A_C005,Payee_A_C005,96.61,Web
T_C006_0098,C006,2026-08-14,10:23:00,Payment to Payee_B_C006,Payee_B_C006,27.77,Web
T_C004_0105,C004,2026-08-14,12:41:00,Payment to Payee_C_C004,Payee_C_C004,119.61,Web
T_C003_0097,C003,2026-08-14,13:09:00,Payment to Payee_B_C003,Payee_B_C003,71.57,Web
T_C005_0102,C005,2026-08-14,14:45:00,Payment to Payee_A_C005,Payee_A_C005,119.74,Web
T_C004_0107,C004,2026-08-14,15:10:00,Payment to Payee_C_C004,Payee_C_C004,83.39,Web
T_C004_0106,C004,2026-08-14,17:14:00,Payment to Payee_C_C004,Payee_C_C004,111.0,Web
T_C003_0096,C003,2026-08-14,18:39:00,Payment to Payee_C_C003,Payee_C_C003,55.25,Web
T_C003_0095,C003,2026-08-14,18:59:00,Payment to Payee_C_C003,Payee_C_C003,133.49,Web
T_C005_0101,C005,2026-08-14,19:04:00,Payment to Payee_A_C005,Payee_A_C005,21.49,Web
T_C006_0099,C006,2026-08-14,19:56:00,Payment to Payee_A_C006,Payee_A_C006,26.53,Web
T_C003_0099,C003,2026-08-15,08:22:00,Payment to Payee_B_C003,Payee_B_C003,81.03,Web
T_C005_0105,C005,2026-08-15,09:08:00,Payment to Payee_B_C005,Payee_B_C005,22.22,Web
T_C004_0108,C004,2026-08-15,10:52:00,Payment to Payee_A_C004,Payee_A_C004,105.3,Web
T_C001_0081,C001,2026-08-15,12:02:00,Payment to Payee_A_C001,Payee_A_C001,10.5,Web
T_C007_0110,C007,2026-08-15,12:23:00,Payment to Payee_C_C007,Payee_C_C007,125.29,Web
T_C005_0104,C005,2026-08-15,12:28:00,Payment to Payee_B_C005,Payee_B_C005,60.39,Web
T_C006_0101,C006,2026-08-15,12:45:00,Payment to Payee_C_C006,Payee_C_C006,146.51,Web
T_C005_0103,C005,2026-08-15,13:23:00,Payment to Payee_A_C005,Payee_A_C005,24.92,Web
T_C004_0110,C004,2026-08-15,15:20:00,Payment to Payee_B_C004,Payee_B_C004,68.63,Web
T_C003_0100,C003,2026-08-15,15:28:00,Payment to Payee_B_C003,Payee_B_C003,15.27,Web
T_C002_0102,C002,2026-08-15,16:23:00,Payment to Payee_B_C002,Payee_B_C002,97.17,Web
T_C001_0083,C001,2026-08-15,16:45:00,Payment to Payee_A_C001,Payee_A_C001,69.88,Web
T_C004_0109,C004,2026-08-15,17:44:00,Payment to Payee_A_C004,Payee_A_C004,25.39,Web
T_C001_0082,C001,2026-08-15,18:16:00,Payment to Payee_B_C001,Payee_B_C001,32.62,Web
T_C003_0098,C003,2026-08-15,18:19:00,Payment to Payee_C_C003,Payee_C_C003,121.49,Web
T_C006_0100,C006,2026-08-15,20:27:00,Payment to Payee_A_C006,Payee_A_C006,48.08,Web
T_C005_0107,C005,2026-08-16,08:05:00,Payment to Payee_A_C005,Payee_A_C005,59.55,Web
T_C003_0101,C003,2026-08-16,09:41:00,Payment to Payee_A_C003,Payee_A_C003,131.0,Web
T_C007_0113,C007,2026-08-16,10:55:00,Payment to Payee_C_C007,Payee_C_C007,76.44,Web
T_C002_0104,C002,2026-08-16,10:59:00,Payment to Payee_C_C002,Payee_C_C002,50.32,Web
T_C007_0112,C007,2026-08-16,11:23:00,Payment to Payee_B_C007,Payee_B_C007,78.43,Web
T_C004_0111,C004,2026-08-16,14:32:00,Payment to Payee_B_C004,Payee_B_C004,118.5,Web
T_C002_0105,C002,2026-08-16,15:07:00,Payment to Payee_C_C002,Payee_C_C002,14.04,Web
T_C005_0106,C005,2026-08-16,16:35:00,Payment to Payee_A_C005,Payee_A_C005,81.74,Web
T_C003_0102,C003,2026-08-16,17:38:00,Payment to Payee_B_C003,Payee_B_C003,80.99,Web
T_C005_0108,C005,2026-08-16,17:38:00,Payment to Payee_B_C005,Payee_B_C005,119.82,Web
T_C007_0111,C007,2026-08-16,18:59:00,Payment to Payee_A_C007,Payee_A_C007,27.34,Web
T_C002_0103,C002,2026-08-16,20:03:00,Payment to Payee_C_C002,Payee_C_C002,38.5,Web
T_C007_0114,C007,2026-08-17,13:10:00,Payment to Payee_B_C007,Payee_B_C007,127.27,Web
T_C006_0102,C006,2026-08-17,15:32:00,Payment to Payee_B_C006,Payee_B_C006,60.42,Web
T_C006_0103,C006,2026-08-17,17:10:00,Payment to Payee_B_C006,Payee_B_C006,61.48,Web
T_C002_0106,C002,2026-08-17,19:10:00,Payment to Payee_A_C002,Payee_A_C002,53.51,Web
T_C007_0115,C007,2026-08-17,19:53:00,Payment to Payee_B_C007,Payee_B_C007,106.44,Web
T_C006_0104,C006,2026-08-17,20:06:00,Payment to Payee_C_C006,Payee_C_C006,135.2,Web
T_C002_0107,C002,2026-08-18,09:14:00,Payment to Payee_A_C002,Payee_A_C002,148.92,Web
T_C005_0109,C005,2026-08-18,14:24:00,Payment to Payee_C_C005,Payee_C_C005,119.08,Web
T_C003_0105,C003,2026-08-18,15:06:00,Payment to Payee_B_C003,Payee_B_C003,123.54,Web
T_C002_0108,C002,2026-08-18,15:07:00,Payment to Payee_A_C002,Payee_A_C002,100.68,Web
T_C002_0109,C002,2026-08-18,15:59:00,Payment to Payee_C_C002,Payee_C_C002,110.32,Web
T_C001_0084,C001,2026-08-18,16:02:00,Payment to Payee_C_C001,Payee_C_C001,126.84,Web
T_C004_0112,C004,2026-08-18,16:13:00,Payment to Payee_C_C004,Payee_C_C004,88.52,Web
T_C005_0110,C005,2026-08-18,16:57:00,Payment to Payee_A_C005,Payee_A_C005,148.98,Web
T_C003_0104,C003,2026-08-18,17:30:00,Payment to Payee_A_C003,Payee_A_C003,80.19,Web
T_C003_0103,C003,2026-08-18,20:36:00,Payment to Payee_B_C003,Payee_B_C003,101.26,Web
T_C007_0116,C007,2026-08-19,08:10:00,Payment to Payee_A_C007,Payee_A_C007,129.53,Web
T_C002_0111,C002,2026-08-19,11:29:00,Payment to Payee_B_C002,Payee_B_C002,87.18,Web
T_C007_0117,C007,2026-08-19,11:41:00,Payment to Payee_A_C007,Payee_A_C007,41.52,Web
T_C007_0118,C007,2026-08-19,12:41:00,Payment to Payee_A_C007,Payee_A_C007,67.33,Web
T_C004_0115,C004,2026-08-19,13:43:00,Payment to Payee_C_C004,Payee_C_C004,118.08,Web
T_C001_0085,C001,2026-08-19,14:08:00,Payment to Payee_B_C001,Payee_B_C001,15.86,Web
T_C002_0110,C002,2026-08-19,14:53:00,Payment to Payee_B_C002,Payee_B_C002,77.55,Web
T_C004_0114,C004,2026-08-19,15:58:00,Payment to Payee_C_C004,Payee_C_C004,84.64,Web
T_C004_0113,C004,2026-08-19,16:24:00,Payment to Payee_A_C004,Payee_A_C004,53.93,Web
T_C005_0111,C005,2026-08-19,18:24:00,Payment to Payee_B_C005,Payee_B_C005,33.73,Web
T_C006_0105,C006,2026-08-19,19:32:00,Payment to Payee_A_C006,Payee_A_C006,10.36,Web
T_C003_0106,C003,2026-08-20,08:15:00,Payment to Payee_B_C003,Payee_B_C003,109.07,Web
T_C006_0106,C006,2026-08-20,08:30:00,Payment to Payee_A_C006,Payee_A_C006,60.96,Web
T_C005_0112,C005,2026-08-20,12:31:00,Payment to Payee_A_C005,Payee_A_C005,30.43,Web
T_C004_0117,C004,2026-08-20,12:35:00,Payment to Payee_B_C004,Payee_B_C004,51.79,Web
T_C005_0113,C005,2026-08-20,14:17:00,Payment to Payee_B_C005,Payee_B_C005,68.95,Web
T_C004_0116,C004,2026-08-20,17:30:00,Payment to Payee_A_C004,Payee_A_C004,36.92,Web
T_C002_0112,C002,2026-08-20,17:32:00,Payment to Payee_A_C002,Payee_A_C002,114.48,Web
T_C006_0107,C006,2026-08-21,08:35:00,Payment to Payee_C_C006,Payee_C_C006,122.44,Web
T_C007_0119,C007,2026-08-21,10:41:00,Payment to Payee_A_C007,Payee_A_C007,34.25,Web
T_C007_0120,C007,2026-08-21,11:16:00,Payment to Payee_B_C007,Payee_B_C007,95.17,Web
T_C001_0086,C001,2026-08-21,11:43:00,Payment to Payee_A_C001,Payee_A_C001,44.93,Web
T_C003_0107,C003,2026-08-21,13:23:00,Payment to Payee_B_C003,Payee_B_C003,138.51,Web
T_C004_0119,C004,2026-08-21,13:30:00,Payment to Payee_C_C004,Payee_C_C004,58.83,Web
T_C001_0087,C001,2026-08-21,13:49:00,Payment to Payee_B_C001,Payee_B_C001,88.38,Web
T_C004_0118,C004,2026-08-21,19:13:00,Payment to Payee_B_C004,Payee_B_C004,106.63,Web
T_C007_0121,C007,2026-08-21,19:45:00,Payment to Payee_B_C007,Payee_B_C007,99.98,Web
T_C006_0108,C006,2026-08-22,11:20:00,Payment to Payee_C_C006,Payee_C_C006,44.76,Web
T_C001_0088,C001,2026-08-22,11:55:00,Payment to Payee_A_C001,Payee_A_C001,32.75,Web
T_C004_0120,C004,2026-08-22,12:07:00,Payment to Payee_C_C004,Payee_C_C004,90.29,Web
T_C005_0114,C005,2026-08-22,12:15:00,Payment to Payee_B_C005,Payee_B_C005,110.93,Web
T_C007_0123,C007,2026-08-22,12:43:00,Payment to Payee_C_C007,Payee_C_C007,82.89,Web
T_C003_0110,C003,2026-08-22,13:06:00,Payment to Payee_B_C003,Payee_B_C003,88.11,Web
T_C006_0110,C006,2026-08-22,13:07:00,Payment to Payee_A_C006,Payee_A_C006,80.29,Web
T_C006_0109,C006,2026-08-22,13:17:00,Payment to Payee_C_C006,Payee_C_C006,125.64,Web
T_C007_0122,C007,2026-08-22,13:29:00,Payment to Payee_B_C007,Payee_B_C007,45.28,Web
T_C007_0124,C007,2026-08-22,14:37:00,Payment to Payee_C_C007,Payee_C_C007,24.32,Web
T_C004_0121,C004,2026-08-22,14:57:00,Payment to Payee_B_C004,Payee_B_C004,147.22,Web
T_C005_0115,C005,2026-08-22,17:39:00,Payment to Payee_A_C005,Payee_A_C005,37.38,Web
T_C003_0108,C003,2026-08-22,20:21:00,Payment to Payee_A_C003,Payee_A_C003,105.05,Web
T_C002_0114,C002,2026-08-22,20:32:00,Payment to Payee_A_C002,Payee_A_C002,47.4,Web
T_C003_0109,C003,2026-08-22,20:40:00,Payment to Payee_A_C003,Payee_A_C003,100.62,Web
T_C002_0113,C002,2026-08-22,20:50:00,Payment to Payee_B_C002,Payee_B_C002,129.62,Web
T_C001_0089,C001,2026-08-23,08:11:00,Payment to Payee_B_C001,Payee_B_C001,113.12,Web
T_C003_0112,C003,2026-08-23,10:21:00,Payment to Payee_C_C003,Payee_C_C003,21.41,Web
T_C006_0111,C006,2026-08-23,11:51:00,Payment to Payee_A_C006,Payee_A_C006,82.21,Web
T_C005_0116,C005,2026-08-23,12:00:00,Payment to Payee_B_C005,Payee_B_C005,142.84,Web
T_C004_0122,C004,2026-08-23,12:02:00,Payment to Payee_C_C004,Payee_C_C004,50.27,Web
T_C007_0126,C007,2026-08-23,12:43:00,Payment to Payee_A_C007,Payee_A_C007,25.13,Web
T_C003_0111,C003,2026-08-23,12:46:00,Payment to Payee_C_C003,Payee_C_C003,129.22,Web
